"id","nct_id","name","downcase_name"
49280685,"NCT00492128","Hypertension","hypertension"
48881565,"NCT00492388","Pain","pain"
48881566,"NCT00492388","Cancer","cancer"
49342966,"NCT00492583","Healthy","healthy"
49286163,"NCT00492713","Healthy","healthy"
48710594,"NCT00492830","Cancer","cancer"
49076946,"NCT00493012","Obesity","obesity"
48705597,"NCT00493220","Healthy","healthy"
48961309,"NCT00493246","Pain","pain"
49230929,"NCT00493259","Depression","depression"
48592085,"NCT00493350","Breast Cancer","breast cancer"
49196310,"NCT00493636","Breast Cancer","breast cancer"
48590859,"NCT00493649","Breast Cancer","breast cancer"
48852549,"NCT00493701","Healthy","healthy"
48510449,"NCT00493818","Cancer","cancer"
48735003,"NCT00493870","Breast Cancer","breast cancer"
49061488,"NCT00493987","Healthy","healthy"
48802509,"NCT00494364","Healthy","healthy"
49197553,"NCT00494377","Depression","depression"
49268724,"NCT00494728","Depression","depression"
49292657,"NCT00494767","Obesity","obesity"
49035908,"NCT00495209","Breast Cancer","breast cancer"
48918676,"NCT00495222","Obesity","obesity"
49279398,"NCT00495248","Stroke","stroke"
49213636,"NCT00495378","Cancer","cancer"
49169788,"NCT00495430","Healthy","healthy"
49050864,"NCT00495599","Obesity","obesity"
49158962,"NCT00495703","Cancer","cancer"
49238545,"NCT00495768","Depression","depression"
48842799,"NCT00495794","Hypertension","hypertension"
49360593,"NCT00495833","Hypertension","hypertension"
49288722,"NCT00495898","Coronary Artery Disease","coronary artery disease"
48656500,"NCT00496249","Prostate Cancer","prostate cancer"
49218197,"NCT00496288","Breast Cancer","breast cancer"
48749988,"NCT00496366","Breast Cancer","breast cancer"
48574380,"NCT00496379","Breast Cancer","breast cancer"
48746559,"NCT00496392","Pain","pain"
48814335,"NCT00496613","Breast Cancer","breast cancer"
49175112,"NCT00496678","Breast Cancer","breast cancer"
48640561,"NCT00496834","Hypertension","hypertension"
49279924,"NCT00496938","Coronary Artery Disease","coronary artery disease"
48798495,"NCT00497016","Hypertension","hypertension"
49369916,"NCT00497172","Coronary Artery Disease","coronary artery disease"
48759720,"NCT00497224","Cancer","cancer"
49315022,"NCT00497276","Pain","pain"
49260547,"NCT00497458","Breast Cancer","breast cancer"
49298352,"NCT00497809","Breast Cancer","breast cancer"
48655873,"NCT00497874","Depression","depression"
49010655,"NCT00498394","Obesity","obesity"
48639073,"NCT00498433","Hypertension","hypertension"
49217395,"NCT00498576","Hypertension","hypertension"
48836530,"NCT00498706","Depression","depression"
48735522,"NCT00498745","Healthy","healthy"
48620929,"NCT00498797","Prostate Cancer","prostate cancer"
48775785,"NCT00498862","Healthy","healthy"
48976872,"NCT00498901","Breast Cancer","breast cancer"
49298963,"NCT00499057","Breast Cancer","breast cancer"
49275146,"NCT00499083","Breast Cancer","breast cancer"
49089709,"NCT00499122","Breast Cancer","breast cancer"
48969579,"NCT00499174","Prostate Cancer","prostate cancer"
49184380,"NCT00499291","Cancer","cancer"
49202667,"NCT00499408","Prostate Cancer","prostate cancer"
48980876,"NCT00499421","Prostate Cancer","prostate cancer"
49331562,"NCT00499499","Cancer","cancer"
49157214,"NCT00499525","Breast Cancer","breast cancer"
49115213,"NCT00499538","Healthy","healthy"
49378306,"NCT00499603","Breast Cancer","breast cancer"
48698609,"NCT00499629","Healthy","healthy"
48907854,"NCT00499642","Healthy","healthy"
49246266,"NCT00499681","Breast Cancer","breast cancer"
48851499,"NCT00499694","Prostate Cancer","prostate cancer"
48843137,"NCT00499733","Cancer","cancer"
48931515,"NCT00499759","Depression","depression"
48753934,"NCT00499785","Depression","depression"
48663412,"NCT00500032","Healthy","healthy"
49115858,"NCT00500110","Prostate Cancer","prostate cancer"
49367753,"NCT00500292","Cancer","cancer"
49373641,"NCT00500370","Obesity","obesity"
49320875,"NCT00500383","Breast Cancer","breast cancer"
49170242,"NCT00500565","Breast Cancer","breast cancer"
48914253,"NCT00500591","Obesity","obesity"
48616401,"NCT00500604","Hypertension","hypertension"
49252978,"NCT00500617","Coronary Artery Disease","coronary artery disease"
48536437,"NCT00500721","Healthy","healthy"
48679274,"NCT00500773","Obesity","obesity"
48517558,"NCT00500942","Pain","pain"
48943693,"NCT00501332","Breast Cancer","breast cancer"
48705384,"NCT00502346","Healthy","healthy"
48944379,"NCT00502658","Obesity","obesity"
48714966,"NCT00502814","Breast Cancer","breast cancer"
49102140,"NCT00502879","Healthy","healthy"
48564841,"NCT00503074","Obesity","obesity"
49355258,"NCT00503087","Healthy","healthy"
48715297,"NCT00503646","Prostate Cancer","prostate cancer"
49243007,"NCT00503750","Breast Cancer","breast cancer"
48931377,"NCT00503789","Healthy","healthy"
49392484,"NCT00503841","Breast Cancer","breast cancer"
48597370,"NCT00503906","Breast Cancer","breast cancer"
49154953,"NCT00503984","Prostate Cancer","prostate cancer"
49154954,"NCT00503984","Pain","pain"
49189487,"NCT00504517","Healthy","healthy"
49033267,"NCT00504699","Breast Cancer","breast cancer"
49198986,"NCT00504790","Cancer","cancer"
49213799,"NCT00504894","Healthy","healthy"
49244935,"NCT00505271","Breast Cancer","breast cancer"
49277973,"NCT00505349","Healthy","healthy"
49114899,"NCT00505362","Pain","pain"
48647248,"NCT00505414","Pain","pain"
48647250,"NCT00505414","Cancer","cancer"
48721402,"NCT00505440","Depression","depression"
48511098,"NCT00506064","Breast Cancer","breast cancer"
48661582,"NCT00506805","Cancer","cancer"
48965972,"NCT00506818","Stroke","stroke"
49055546,"NCT00507351","Breast Cancer","breast cancer"
49055549,"NCT00507351","Prostate Cancer","prostate cancer"
48625774,"NCT00507845","Hypertension","hypertension"
49324193,"NCT00507923","Breast Cancer","breast cancer"
48529704,"NCT00508352","Breast Cancer","breast cancer"
49329263,"NCT00508365","Hypertension","hypertension"
49153230,"NCT00508521","Stroke","stroke"
49209525,"NCT00508612","Hypertension","hypertension"
48937189,"NCT00508651","Healthy","healthy"
49327081,"NCT00508755","Stroke","stroke"
49263379,"NCT00508794","Breast Cancer","breast cancer"
48590210,"NCT00508924","Coronary Artery Disease","coronary artery disease"
49077672,"NCT00508950","Healthy","healthy"
49271956,"NCT00509119","Stroke","stroke"
48660034,"NCT00509132","Obesity","obesity"
48540599,"NCT00509158","Healthy","healthy"
48876927,"NCT00509340","Depression","depression"
48651042,"NCT00509405","Healthy","healthy"
49329747,"NCT00509444","Breast Cancer","breast cancer"
49329751,"NCT00509444","Prostate Cancer","prostate cancer"
48699011,"NCT00509587","Breast Cancer","breast cancer"
49227449,"NCT00509626","Breast Cancer","breast cancer"
49227450,"NCT00509626","Depression","depression"
48675295,"NCT00509691","Cancer","cancer"
49199570,"NCT00509743","Healthy","healthy"
48611586,"NCT00509756","Healthy","healthy"
48799224,"NCT00510224","Prostate Cancer","prostate cancer"
48791866,"NCT00510328","Healthy","healthy"
49078928,"NCT00510341","Obesity","obesity"
48819356,"NCT00510367","Breast Cancer","breast cancer"
48779495,"NCT00510588","Obesity","obesity"
48682725,"NCT00510640","Cancer","cancer"
48752572,"NCT00510705","Obesity","obesity"
49187089,"NCT00510718","Prostate Cancer","prostate cancer"
49232414,"NCT00510744","Obesity","obesity"
48648932,"NCT00511498","Prostate Cancer","prostate cancer"
48629823,"NCT00511511","Hypertension","hypertension"
48727027,"NCT00511550","Healthy","healthy"
48502713,"NCT00511576","Breast Cancer","breast cancer"
48502717,"NCT00511576","Prostate Cancer","prostate cancer"
48735612,"NCT00511680","Depression","depression"
48627063,"NCT00511888","Hypertension","hypertension"
49202467,"NCT00512018","Healthy","healthy"
48850426,"NCT00512070","Obesity","obesity"
48650903,"NCT00512109","Stroke","stroke"
48882367,"NCT00512187","Obesity","obesity"
48506761,"NCT00512395","Pain","pain"
49085828,"NCT00512590","Pain","pain"
49385831,"NCT00512733","Healthy","healthy"
48564757,"NCT00512824","Healthy","healthy"
48844172,"NCT00512928","Healthy","healthy"
49349260,"NCT00512993","Breast Cancer","breast cancer"
48647381,"NCT00513058","Breast Cancer","breast cancer"
49173812,"NCT00513084","Obesity","obesity"
49231816,"NCT00513149","Coronary Artery Disease","coronary artery disease"
49113350,"NCT00513630","Coronary Artery Disease","coronary artery disease"
49322949,"NCT00513656","Cancer","cancer"
49322950,"NCT00513656","Pain","pain"
49214767,"NCT00513721","Prostate Cancer","prostate cancer"
49274369,"NCT00513916","Breast Cancer","breast cancer"
48814214,"NCT00513994","Healthy","healthy"
48552596,"NCT00514072","Prostate Cancer","prostate cancer"
49380189,"NCT00514267","Prostate Cancer","prostate cancer"
49378876,"NCT00514410","Depression","depression"
49352084,"NCT00514540","Prostate Cancer","prostate cancer"
48654282,"NCT00514800","Stroke","stroke"
49006651,"NCT00515060","Pain","pain"
48631636,"NCT00515112","Prostate Cancer","prostate cancer"
48908505,"NCT00515645","Healthy","healthy"
49273251,"NCT00515762","Breast Cancer","breast cancer"
48830588,"NCT00515944","Healthy","healthy"
48634558,"NCT00516178","Coronary Artery Disease","coronary artery disease"
49220766,"NCT00516256","Prostate Cancer","prostate cancer"
48787962,"NCT00516269","Breast Cancer","breast cancer"
48799430,"NCT00516425","Breast Cancer","breast cancer"
48694718,"NCT00516451","Cancer","cancer"
48575055,"NCT00516503","Pain","pain"
48708744,"NCT00516542","Breast Cancer","breast cancer"
48701898,"NCT00516620","Hypertension","hypertension"
48850672,"NCT00516698","Breast Cancer","breast cancer"
49222266,"NCT00516867","Healthy","healthy"
48745804,"NCT00516919","Obesity","obesity"
49049533,"NCT00516932","Depression","depression"
48806336,"NCT00516984","Healthy","healthy"
48659991,"NCT00517036","Depression","depression"
49279858,"NCT00517088","Breast Cancer","breast cancer"
49183253,"NCT00517348","Healthy","healthy"
49243609,"NCT00517764","Depression","depression"
48684577,"NCT00518466","Obesity","obesity"
48740119,"NCT00518479","Hypertension","hypertension"
48679893,"NCT00518492","Healthy","healthy"
48642921,"NCT00518583","Breast Cancer","breast cancer"
49274422,"NCT00518765","Hypertension","hypertension"
48892915,"NCT00519012","Depression","depression"
49225980,"NCT00519051","Depression","depression"
48817757,"NCT00519168","Breast Cancer","breast cancer"
48614379,"NCT00519207","Pain","pain"
49045087,"NCT00519233","Prostate Cancer","prostate cancer"
49309938,"NCT00519298","Healthy","healthy"
48688881,"NCT00519311","Obesity","obesity"
49071047,"NCT00519584","Pain","pain"
48842650,"NCT00519597","Coronary Artery Disease","coronary artery disease"
48855864,"NCT00519909","Obesity","obesity"
48953724,"NCT00519974","Breast Cancer","breast cancer"
48553354,"NCT00519987","Healthy","healthy"
48687700,"NCT00520169","Healthy","healthy"
48685753,"NCT00520325","Cancer","cancer"
48724856,"NCT00520364","Cancer","cancer"
48922358,"NCT00520429","Depression","depression"
48895311,"NCT00520507","Depression","depression"
48588908,"NCT00520546","Prostate Cancer","prostate cancer"
49031891,"NCT00520611","Obesity","obesity"
48922586,"NCT00520988","Hypertension","hypertension"
49252048,"NCT00521079","Obesity","obesity"
49344862,"NCT00521235","Healthy","healthy"
48699574,"NCT00521547","Healthy","healthy"
48790326,"NCT00521651","Cancer","cancer"
49172053,"NCT00521729","Obesity","obesity"
49304455,"NCT00521911","Depression","depression"
48653944,"NCT00521976","Coronary Artery Disease","coronary artery disease"
48941379,"NCT00522041","Pain","pain"
48627336,"NCT00522119","Hypertension","hypertension"
48970419,"NCT00522171","Obesity","obesity"
48720582,"NCT00522353","Obesity","obesity"
48984388,"NCT00522561","Healthy","healthy"
48651637,"NCT00522717","Coronary Artery Disease","coronary artery disease"
48651638,"NCT00522717","Depression","depression"
49291488,"NCT00522925","Hypertension","hypertension"
49350287,"NCT00523003","Obesity","obesity"
48495885,"NCT00523029","Depression","depression"
49064328,"NCT00523055","Pain","pain"
48794188,"NCT00523094","Cancer","cancer"
48921770,"NCT00523315","Breast Cancer","breast cancer"
49111642,"NCT00523380","Cancer","cancer"
49017706,"NCT00523471","Prostate Cancer","prostate cancer"
49391042,"NCT00523484","Prostate Cancer","prostate cancer"
49059767,"NCT00523523","Stroke","stroke"
48970856,"NCT00523536","Hypertension","hypertension"
48643488,"NCT00523549","Hypertension","hypertension"
49181039,"NCT00523627","Obesity","obesity"
48838656,"NCT00523744","Hypertension","hypertension"
49061788,"NCT00523809","Breast Cancer","breast cancer"
48872290,"NCT00523887","Pain","pain"
48913700,"NCT00524264","Pain","pain"
49244465,"NCT00524277","Breast Cancer","breast cancer"
48996462,"NCT00524420","Depression","depression"
48892465,"NCT00524459","Breast Cancer","breast cancer"
49360475,"NCT00524550","Healthy","healthy"
49202794,"NCT00524589","Prostate Cancer","prostate cancer"
49217690,"NCT00524615","Hypertension","hypertension"
49057046,"NCT00524680","Prostate Cancer","prostate cancer"
48733254,"NCT00524823","Prostate Cancer","prostate cancer"
48852014,"NCT00524901","Coronary Artery Disease","coronary artery disease"
49267452,"NCT00525161","Breast Cancer","breast cancer"
48812219,"NCT00525226","Depression","depression"
48550492,"NCT00525694","Obesity","obesity"
49256271,"NCT00525720","Prostate Cancer","prostate cancer"
48737672,"NCT00525759","Breast Cancer","breast cancer"
49034210,"NCT00525811","Depression","depression"
48578322,"NCT00525850","Obesity","obesity"
48602418,"NCT00525954","Coronary Artery Disease","coronary artery disease"
48889357,"NCT00525967","Cancer","cancer"
48889358,"NCT00525967","Pain","pain"
48998378,"NCT00525980","Breast Cancer","breast cancer"
48593625,"NCT00526006","Healthy","healthy"
49310046,"NCT00526045","Breast Cancer","breast cancer"
48790578,"NCT00526149","Breast Cancer","breast cancer"
48517363,"NCT00526266","Depression","depression"
48517303,"NCT00526279","Hypertension","hypertension"
49052048,"NCT00526331","Prostate Cancer","prostate cancer"
49048732,"NCT00526565","Obesity","obesity"
49229072,"NCT00526591","Prostate Cancer","prostate cancer"
49088871,"NCT00526617","Breast Cancer","breast cancer"
48735262,"NCT00526682","Obesity","obesity"
49033232,"NCT00526708","Hypertension","hypertension"
48676752,"NCT00526838","Cancer","cancer"
49288135,"NCT00526916","Healthy","healthy"
49324337,"NCT00526942","Healthy","healthy"
48572371,"NCT00526955","Healthy","healthy"
49023659,"NCT00527293","Breast Cancer","breast cancer"
48630996,"NCT00527514","Hypertension","hypertension"
48731523,"NCT00527579","Healthy","healthy"
49047357,"NCT00527644","Healthy","healthy"
48997966,"NCT00528047","Cancer","cancer"
49358134,"NCT00528099","Healthy","healthy"
48847108,"NCT00528125","Pain","pain"
48706486,"NCT00528164","Obesity","obesity"
48985135,"NCT00528411","Coronary Artery Disease","coronary artery disease"
48711870,"NCT00528515","Coronary Artery Disease","coronary artery disease"
49286970,"NCT00528554","Cancer","cancer"
48700324,"NCT00528567","Breast Cancer","breast cancer"
48730560,"NCT00528762","Healthy","healthy"
49319796,"NCT00528827","Hypertension","hypertension"
48698682,"NCT00528866","Prostate Cancer","prostate cancer"
48612926,"NCT00529009","Healthy","healthy"
49187373,"NCT00529230","Pain","pain"
49325612,"NCT00529334","Breast Cancer","breast cancer"
48703085,"NCT00529451","Hypertension","hypertension"
48841959,"NCT00529646","Healthy","healthy"
48745756,"NCT00529737","Breast Cancer","breast cancer"
48519932,"NCT00529750","Hypertension","hypertension"
48493710,"NCT00529828","Healthy","healthy"
48489816,"NCT00529945","Stroke","stroke"
49315681,"NCT00529984","Breast Cancer","breast cancer"
49314297,"NCT00530101","Breast Cancer","breast cancer"
48703204,"NCT00530296","Depression","depression"
48599905,"NCT00530569","Breast Cancer","breast cancer"
48656155,"NCT00530582","Healthy","healthy"
48712849,"NCT00530751","Breast Cancer","breast cancer"
49343579,"NCT00530764","Pain","pain"
49343580,"NCT00530764","Cancer","cancer"
48523747,"NCT00530803","Pain","pain"
48702000,"NCT00530868","Breast Cancer","breast cancer"
49332375,"NCT00530946","Hypertension","hypertension"
48551622,"NCT00531011","Coronary Artery Disease","coronary artery disease"
48749621,"NCT00531193","Healthy","healthy"
49236989,"NCT00531258","Depression","depression"
48968439,"NCT00531349","Cancer","cancer"
48903760,"NCT00531505","Obesity","obesity"
48573971,"NCT00531518","Depression","depression"
48592226,"NCT00531596","Healthy","healthy"
49303801,"NCT00531674","Healthy","healthy"
49038781,"NCT00531713","Depression","depression"
49329452,"NCT00531973","Breast Cancer","breast cancer"
49105870,"NCT00532103","Depression","depression"
48604696,"NCT00532116","Healthy","healthy"
49373451,"NCT00532285","Breast Cancer","breast cancer"
49082838,"NCT00532363","Obesity","obesity"
49276666,"NCT00532376","Depression","depression"
48877575,"NCT00532454","Breast Cancer","breast cancer"
49104326,"NCT00532467","Healthy","healthy"
48903450,"NCT00532636","Healthy","healthy"
49068404,"NCT00532727","Breast Cancer","breast cancer"
48615986,"NCT00532766","Healthy","healthy"
48868627,"NCT00532779","Obesity","obesity"
49390640,"NCT00532831","Obesity","obesity"
49114610,"NCT00532857","Breast Cancer","breast cancer"
49375463,"NCT00532896","Obesity","obesity"
48569782,"NCT00533039","Coronary Artery Disease","coronary artery disease"
49051848,"NCT00533052","Obesity","obesity"
48707992,"NCT00533143","Cancer","cancer"
48997983,"NCT00533286","Pain","pain"
49094679,"NCT00533338","Breast Cancer","breast cancer"
48658275,"NCT00533364","Breast Cancer","breast cancer"
48709541,"NCT00533468","Pain","pain"
49008476,"NCT00533481","Obesity","obesity"
48593445,"NCT00533546","Stroke","stroke"
49334302,"NCT00533598","Obesity","obesity"
48913280,"NCT00533663","Breast Cancer","breast cancer"
49078908,"NCT00533715","Healthy","healthy"
48833809,"NCT00533780","Breast Cancer","breast cancer"
49080870,"NCT00533819","Hypertension","hypertension"
49200319,"NCT00533858","Hypertension","hypertension"
49280825,"NCT00533936","Breast Cancer","breast cancer"
48591109,"NCT00534183","Obesity","obesity"
48507319,"NCT00534196","Prostate Cancer","prostate cancer"
49354740,"NCT00534274","Breast Cancer","breast cancer"
49130793,"NCT00534586","Healthy","healthy"
49034260,"NCT00534716","Healthy","healthy"
49299720,"NCT00534742","Stroke","stroke"
48560360,"NCT00534755","Breast Cancer","breast cancer"
48978893,"NCT00534807","Cancer","cancer"
48553137,"NCT00534911","Depression","depression"
48569783,"NCT00535067","Breast Cancer","breast cancer"
49197796,"NCT00535158","Pain","pain"
49102994,"NCT00535184","Breast Cancer","breast cancer"
49055411,"NCT00535327","Breast Cancer","breast cancer"
49162312,"NCT00535418","Breast Cancer","breast cancer"
48814778,"NCT00535444","Hypertension","hypertension"
48890868,"NCT00535509","Breast Cancer","breast cancer"
48901649,"NCT00535522","Cancer","cancer"
49229194,"NCT00535600","Obesity","obesity"
48585567,"NCT00535678","Breast Cancer","breast cancer"
48890875,"NCT00536055","Breast Cancer","breast cancer"
48890876,"NCT00536055","Prostate Cancer","prostate cancer"
48641915,"NCT00536081","Breast Cancer","breast cancer"
48744036,"NCT00536172","Depression","depression"
49292086,"NCT00536211","Hypertension","hypertension"
49292088,"NCT00536211","Obesity","obesity"
49354923,"NCT00536406","Depression","depression"
49171520,"NCT00536718","Breast Cancer","breast cancer"
49008802,"NCT00536939","Breast Cancer","breast cancer"
49163176,"NCT00537043","Hypertension","hypertension"
49167375,"NCT00537160","Obesity","obesity"
49007209,"NCT00537173","Breast Cancer","breast cancer"
48801902,"NCT00537264","Hypertension","hypertension"
48801903,"NCT00537264","Stroke","stroke"
48699778,"NCT00537368","Cancer","cancer"
48973030,"NCT00537420","Obesity","obesity"
48631043,"NCT00537758","Obesity","obesity"
48826011,"NCT00537771","Breast Cancer","breast cancer"
48831487,"NCT00537810","Obesity","obesity"
48998871,"NCT00537849","Prostate Cancer","prostate cancer"
48711846,"NCT00538330","Breast Cancer","breast cancer"
48713072,"NCT00538395","Breast Cancer","breast cancer"
48836197,"NCT00538486","Hypertension","hypertension"
48836198,"NCT00538486","Obesity","obesity"
48622616,"NCT00538499","Pain","pain"
49021151,"NCT00538525","Breast Cancer","breast cancer"
49282099,"NCT00538668","Prostate Cancer","prostate cancer"
48717334,"NCT00538798","Healthy","healthy"
49149124,"NCT00538850","Cancer","cancer"
48933890,"NCT00538863","Cancer","cancer"
48933891,"NCT00538863","Pain","pain"
48695608,"NCT00538889","Healthy","healthy"
48977290,"NCT00539227","Breast Cancer","breast cancer"
49201727,"NCT00539422","Breast Cancer","breast cancer"
49106660,"NCT00539474","Breast Cancer","breast cancer"
48640440,"NCT00539487","Hypertension","hypertension"
48640441,"NCT00539487","Obesity","obesity"
49289318,"NCT00539968","Prostate Cancer","prostate cancer"
49289319,"NCT00539968","Breast Cancer","breast cancer"
48952316,"NCT00540358","Breast Cancer","breast cancer"
48825443,"NCT00540527","Stroke","stroke"
49070223,"NCT00540670","Coronary Artery Disease","coronary artery disease"
48626674,"NCT00540800","Breast Cancer","breast cancer"
49280472,"NCT00540852","Breast Cancer","breast cancer"
48672609,"NCT00540865","Depression","depression"
48778607,"NCT00540969","Pain","pain"
49392361,"NCT00541047","Prostate Cancer","prostate cancer"
48785470,"NCT00541086","Breast Cancer","breast cancer"
49281771,"NCT00541619","Hypertension","hypertension"
49331423,"NCT00541684","Hypertension","hypertension"
49391155,"NCT00541762","Healthy","healthy"
48922840,"NCT00541788","Prostate Cancer","prostate cancer"
48986933,"NCT00541879","Obesity","obesity"
49058179,"NCT00542100","Prostate Cancer","prostate cancer"
48581793,"NCT00542113","Obesity","obesity"
48747746,"NCT00542191","Breast Cancer","breast cancer"
48829960,"NCT00542217","Healthy","healthy"
49303969,"NCT00542451","Breast Cancer","breast cancer"
48714206,"NCT00542464","Healthy","healthy"
48694341,"NCT00542529","Healthy","healthy"
48668954,"NCT00542542","Breast Cancer","breast cancer"
48697889,"NCT00542594","Breast Cancer","breast cancer"
48671107,"NCT00542672","Obesity","obesity"
48508785,"NCT00542802","Stroke","stroke"
49038697,"NCT00542906","Healthy","healthy"
48872260,"NCT00542958","Cancer","cancer"
49137568,"NCT00543127","Breast Cancer","breast cancer"
49013422,"NCT00543322","Healthy","healthy"
49271537,"NCT00543413","Hypertension","hypertension"
49070594,"NCT00543673","Healthy","healthy"
49371714,"NCT00543764","Breast Cancer","breast cancer"
48797365,"NCT00543907","Breast Cancer","breast cancer"
49147238,"NCT00543985","Obesity","obesity"
49377525,"NCT00544076","Prostate Cancer","prostate cancer"
48942489,"NCT00544167","Breast Cancer","breast cancer"
48658879,"NCT00544232","Breast Cancer","breast cancer"
49224825,"NCT00544336","Breast Cancer","breast cancer"
49224829,"NCT00544336","Prostate Cancer","prostate cancer"
48827850,"NCT00544505","Breast Cancer","breast cancer"
49207234,"NCT00544622","Stroke","stroke"
49118565,"NCT00544687","Healthy","healthy"
48900221,"NCT00544765","Breast Cancer","breast cancer"
48818144,"NCT00544804","Breast Cancer","breast cancer"
49106271,"NCT00544882","Healthy","healthy"
48666668,"NCT00544986","Breast Cancer","breast cancer"
48581732,"NCT00545077","Breast Cancer","breast cancer"
49364988,"NCT00545155","Depression","depression"
48665375,"NCT00545415","Healthy","healthy"
48948819,"NCT00545688","Breast Cancer","breast cancer"
49327849,"NCT00545766","Prostate Cancer","prostate cancer"
48922272,"NCT00545805","Obesity","obesity"
48622301,"NCT00545922","Depression","depression"
48669789,"NCT00546013","Hypertension","hypertension"
48727753,"NCT00546052","Hypertension","hypertension"
48613882,"NCT00546156","Breast Cancer","breast cancer"
49301755,"NCT00546221","Depression","depression"
49052330,"NCT00546455","Obesity","obesity"
49057961,"NCT00546494","Depression","depression"
49315565,"NCT00546650","Healthy","healthy"
48595230,"NCT00546754","Hypertension","hypertension"
48619823,"NCT00546884","Healthy","healthy"
48742276,"NCT00546923","Depression","depression"
48576420,"NCT00547118","Obesity","obesity"
48576421,"NCT00547118","Hypertension","hypertension"
49071460,"NCT00547157","Cancer","cancer"
48625171,"NCT00547300","Hypertension","hypertension"
49096598,"NCT00547339","Prostate Cancer","prostate cancer"
48497880,"NCT00547560","Healthy","healthy"
48539302,"NCT00547690","Stroke","stroke"
48870385,"NCT00547807","Pain","pain"
48715862,"NCT00547872","Coronary Artery Disease","coronary artery disease"
48621976,"NCT00547885","Pain","pain"
48564862,"NCT00547976","Healthy","healthy"
48831995,"NCT00547989","Breast Cancer","breast cancer"
48535587,"NCT00548067","Hypertension","hypertension"
49283884,"NCT00548184","Breast Cancer","breast cancer"
49331876,"NCT00548223","Stroke","stroke"
49211598,"NCT00548236","Breast Cancer","breast cancer"
48859430,"NCT00548392","Breast Cancer","breast cancer"
49000683,"NCT00548613","Coronary Artery Disease","coronary artery disease"
49287386,"NCT00548652","Obesity","obesity"
49004959,"NCT00548678","Healthy","healthy"
49211186,"NCT00548899","Breast Cancer","breast cancer"
48693232,"NCT00549133","Hypertension","hypertension"
48807231,"NCT00549510","Hypertension","hypertension"
48575936,"NCT00549536","Hypertension","hypertension"
49207691,"NCT00549770","Hypertension","hypertension"
48543221,"NCT00549822","Breast Cancer","breast cancer"
49270251,"NCT00549835","Pain","pain"
48650614,"NCT00549978","Healthy","healthy"
48987738,"NCT00549991","Hypertension","hypertension"
48686926,"NCT00550082","Cancer","cancer"
49041255,"NCT00550134","Breast Cancer","breast cancer"
48655724,"NCT00550212","Healthy","healthy"
48675747,"NCT00550303","Healthy","healthy"
49225180,"NCT00550381","Healthy","healthy"
49341846,"NCT00550706","Cancer","cancer"
49183776,"NCT00550810","Prostate Cancer","prostate cancer"
49243163,"NCT00550953","Hypertension","hypertension"
49279915,"NCT00551278","Breast Cancer","breast cancer"
49176875,"NCT00551434","Coronary Artery Disease","coronary artery disease"
48999801,"NCT00551512","Cancer","cancer"
49064044,"NCT00551525","Prostate Cancer","prostate cancer"
48522276,"NCT00552292","Hypertension","hypertension"
48522277,"NCT00552292","Obesity","obesity"
49068911,"NCT00552708","Hypertension","hypertension"
49342922,"NCT00552916","Stroke","stroke"
48506890,"NCT00553267","Hypertension","hypertension"
49389098,"NCT00553384","Healthy","healthy"
49169589,"NCT00553410","Breast Cancer","breast cancer"
48806097,"NCT00553553","Pain","pain"
48637556,"NCT00553605","Pain","pain"
48585629,"NCT00553683","Breast Cancer","breast cancer"
49288564,"NCT00553722","Hypertension","hypertension"
49095114,"NCT00553774","Coronary Artery Disease","coronary artery disease"
48764298,"NCT00553787","Obesity","obesity"
49050800,"NCT00553852","Obesity","obesity"
49276479,"NCT00553878","Prostate Cancer","prostate cancer"
48833695,"NCT00553904","Coronary Artery Disease","coronary artery disease"
48775741,"NCT00553917","Depression","depression"
48703096,"NCT00553956","Depression","depression"
49052414,"NCT00553982","Pain","pain"
48640600,"NCT00554086","Prostate Cancer","prostate cancer"
48733445,"NCT00554203","Coronary Artery Disease","coronary artery disease"
49279868,"NCT00554216","Obesity","obesity"
48838327,"NCT00554229","Prostate Cancer","prostate cancer"
48725247,"NCT00554242","Coronary Artery Disease","coronary artery disease"
49058087,"NCT00554541","Obesity","obesity"
49106751,"NCT00554723","Stroke","stroke"
48511698,"NCT00554918","Prostate Cancer","prostate cancer"
48641691,"NCT00554944","Obesity","obesity"
49084991,"NCT00555074","Obesity","obesity"
48710764,"NCT00555477","Breast Cancer","breast cancer"
49274761,"NCT00555516","Breast Cancer","breast cancer"
49269821,"NCT00555698","Depression","depression"
48992356,"NCT00555841","Breast Cancer","breast cancer"
48570102,"NCT00555867","Breast Cancer","breast cancer"
49246809,"NCT00555958","Obesity","obesity"
49351832,"NCT00556036","Obesity","obesity"
48792938,"NCT00556218","Breast Cancer","breast cancer"
48544316,"NCT00556374","Breast Cancer","breast cancer"
49251375,"NCT00556569","Obesity","obesity"
48978489,"NCT00556777","Breast Cancer","breast cancer"
49242782,"NCT00556907","Breast Cancer","breast cancer"
48699685,"NCT00556920","Hypertension","hypertension"
49156762,"NCT00557037","Prostate Cancer","prostate cancer"
49328906,"NCT00557128","Hypertension","hypertension"
48687021,"NCT00557180","Obesity","obesity"
49311201,"NCT00557427","Depression","depression"
49238960,"NCT00557921","Coronary Artery Disease","coronary artery disease"
48853337,"NCT00557986","Breast Cancer","breast cancer"
